codigo_serie;nivel_agregacion;perfil;Neg;Subneg;Familia;submodelo;clasificacion_serie;motivo;pos_12;zero_12;pos_rate_12;racha_zeros_final;periodo_eval_ini;periodo_eval_fin;periodo_panel_max
GUANTES CIRUGIA ESTERIL N°7.5 PL;FAMILIA;SAN;4;5;GUANTES CIRUGIA ESTERIL N°7.5 PL;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;0;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL N°8;FAMILIA;OES;4;1;GUANTES CIRUGIA ESTERIL N°8;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;4;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL N°8;FAMILIA;OSU;4;1;GUANTES CIRUGIA ESTERIL N°8;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;6;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL N°8 PL;FAMILIA;OSP;4;5;GUANTES CIRUGIA ESTERIL N°8   PL;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL N°8 PL;FAMILIA;SAN;4;5;GUANTES CIRUGIA ESTERIL N°8   PL;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;0;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL N°8.5;FAMILIA;DRO;4;1;GUANTES CIRUGIA ESTERIL N°8.5;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;6;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL N°8.5 PL;FAMILIA;COM;4;5;GUANTES CIRUGIA ESTERIL N°8.5 PL;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL N°8.5 PL;FAMILIA;DPM;4;5;GUANTES CIRUGIA ESTERIL N°8.5 PL;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;17;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL N°8.5 PL;FAMILIA;OSP;4;5;GUANTES CIRUGIA ESTERIL N°8.5 PL;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;20;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL S/LATEX N°6.5 SYNTEGRA IR;FAMILIA;DRO;4;1;GUANTES CIRUGIA ESTERIL S/LATEX N°6.5 SYNTEGRA IR;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;2;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL S/LATEX N°6.5 SYNTEGRA IR;FAMILIA;IPU;4;1;GUANTES CIRUGIA ESTERIL S/LATEX N°6.5 SYNTEGRA IR;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;22;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL S/LATEX N°6.5 SYNTEGRA IR;FAMILIA;OES;4;1;GUANTES CIRUGIA ESTERIL S/LATEX N°6.5 SYNTEGRA IR;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;17;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL S/LATEX N°7 SYNTEGRA;FAMILIA;IPU;4;1;GUANTES CIRUGIA ESTERIL S/LATEX N°7 SYNTEGRA;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;9;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL S/LATEX N°7.5 SYNTEGRA IR;FAMILIA;DRO;4;1;GUANTES CIRUGIA ESTERIL S/LATEX N°7.5 SYNTEGRA IR;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL S/LATEX N°7.5 SYNTEGRA IR;FAMILIA;IPU;4;1;GUANTES CIRUGIA ESTERIL S/LATEX N°7.5 SYNTEGRA IR;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL S/LATEX N°8 SYNTEGRA IR;FAMILIA;IPU;4;1;GUANTES CIRUGIA ESTERIL S/LATEX N°8 SYNTEGRA IR;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
GUANTES CIRUGIA ESTERIL S/LATEX N°8 SYNTEGRA IR;FAMILIA;OES;4;1;GUANTES CIRUGIA ESTERIL S/LATEX N°8 SYNTEGRA IR;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;6;2025-01;2025-12;2025-12
GUANTES DES.POLIETILENO MANOPLA 30CM;FAMILIA;OSU;4;1;GUANTES DES.POLIETILENO MANOPLA 30CM;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;18;2025-01;2025-12;2025-12
GUANTES EXAMEN LATEX CHICO;FAMILIA;OSP;4;5;GUANTES EXAMEN LATEX CHICO;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;1;2025-01;2025-12;2025-12
GUANTES EXAMEN LATEX CHICO;FAMILIA;OSU;4;5;GUANTES EXAMEN LATEX CHICO;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;21;2025-01;2025-12;2025-12
GUANTES EXAMEN LATEX CHICO S;FAMILIA;COM;4;5;GUANTES EXAMEN LATEX CHICO S;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;18;2025-01;2025-12;2025-12
GUANTES EXAMEN LATEX CHICO S;FAMILIA;DRO;4;5;GUANTES EXAMEN LATEX CHICO S;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
GUANTES EXAMEN LATEX EXTRA CHICO;FAMILIA;DRO;4;1;GUANTES EXAMEN LATEX EXTRA CHICO;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;4;2025-01;2025-12;2025-12
GUANTES EXAMEN LATEX EXTRA GRANDE;FAMILIA;IPU;4;5;GUANTES EXAMEN LATEX EXTRA GRANDE;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
GUANTES EXAMEN LATEX EXTRA GRANDE;FAMILIA;SAN;4;5;GUANTES EXAMEN LATEX EXTRA GRANDE;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;21;2025-01;2025-12;2025-12
GUANTES EXAMEN LATEX EXTRA-CHICO;FAMILIA;COM;4;5;GUANTES EXAMEN LATEX EXTRA-CHICO;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
GUANTES EXAMEN LATEX MEDIANO;FAMILIA;PRO;4;5;GUANTES EXAMEN LATEX MEDIANO;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;4;2025-01;2025-12;2025-12
GUANTES EXAMEN NITRILO S/POLVO CHICO AZUL;FAMILIA;DPM;4;5;GUANTES EXAMEN NITRILO S/POLVO CHICO AZUL;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
GUANTES EXAMEN NITRILO S/POLVO CHICO AZUL;FAMILIA;IPR;4;5;GUANTES EXAMEN NITRILO S/POLVO CHICO AZUL;SM4_DRO_DPM;NO ELEGIBLE;racha_zeros_final > 1;10;2;0,833333;2;2025-01;2025-12;2025-12
GUANTES EXAMEN NITRILO S/POLVO CHICO AZUL;FAMILIA;SAN;4;5;GUANTES EXAMEN NITRILO S/POLVO CHICO AZUL;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;8;2025-01;2025-12;2025-12
GUANTES EXAMEN NITRILO S/POLVO CHICO NEGRO;FAMILIA;COM;4;5;GUANTES EXAMEN NITRILO S/POLVO CHICO NEGRO;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
GUANTES EXAMEN NITRILO S/POLVO CHICO NEGRO;FAMILIA;DPM;4;5;GUANTES EXAMEN NITRILO S/POLVO CHICO NEGRO;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;4;2025-01;2025-12;2025-12
GUANTES EXAMEN NITRILO S/POLVO CHICO NEGRO;FAMILIA;IPU;4;5;GUANTES EXAMEN NITRILO S/POLVO CHICO NEGRO;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;18;2025-01;2025-12;2025-12
GUANTES EXAMEN NITRILO S/POLVO CHICO NEGRO;FAMILIA;OES;4;5;GUANTES EXAMEN NITRILO S/POLVO CHICO NEGRO;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;1;2025-01;2025-12;2025-12
GUANTES EXAMEN NITRILO S/POLVO CHICO NEGRO;FAMILIA;OSP;4;5;GUANTES EXAMEN NITRILO S/POLVO CHICO NEGRO;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;18;2025-01;2025-12;2025-12
GUANTES EXAMEN NITRILO S/POLVO CHICO NEGRO;FAMILIA;SAN;4;5;GUANTES EXAMEN NITRILO S/POLVO CHICO NEGRO;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;1;2025-01;2025-12;2025-12
GUANTES EXAMEN NITRILO S/POLVO EXTRA CHICO AZUL;FAMILIA;COM;4;5;GUANTES EXAMEN NITRILO S/POLVO EXTRA CHICO AZUL;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;18;2025-01;2025-12;2025-12
GUANTES EXAMEN NITRILO S/POLVO EXTRA CHICO AZUL;FAMILIA;DPM;4;5;GUANTES EXAMEN NITRILO S/POLVO EXTRA CHICO AZUL;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;21;2025-01;2025-12;2025-12
GUANTES EXAMEN NITRILO S/POLVO EXTRA CHICO AZUL;FAMILIA;SAN;4;5;GUANTES EXAMEN NITRILO S/POLVO EXTRA CHICO AZUL;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;20;2025-01;2025-12;2025-12
GUANTES EXAMEN NITRILO S/POLVO EXTRA CHICO NEGRO;FAMILIA;COM;4;5;GUANTES EXAMEN NITRILO S/POLVO EXTRA CHICO NEGRO;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;18;2025-01;2025-12;2025-12
GUANTES EXAMEN NITRILO S/POLVO EXTRA GRANDE AZUL;FAMILIA;DPM;4;5;GUANTES EXAMEN NITRILO S/POLVO EXTRA GRANDE AZUL;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;0;2025-01;2025-12;2025-12
GUANTES EXAMEN NITRILO S/POLVO EXTRA GRANDE NEGRO;FAMILIA;OES;4;1;GUANTES EXAMEN NITRILO S/POLVO EXTRA GRANDE NEGRO;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
GUANTES EXAMEN NITRILO S/POLVO EXTRA GRANDE VIOLETA;FAMILIA;IPU;4;1;GUANTES EXAMEN NITRILO S/POLVO EXTRA GRANDE VIOLETA;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
GUANTES EXAMEN NITRILO S/POLVO GRANDE AZUL;FAMILIA;IPU;4;5;GUANTES EXAMEN NITRILO S/POLVO GRANDE AZUL;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;4;2025-01;2025-12;2025-12
GUANTES EXAMEN NITRILO S/POLVO GRANDE NEGRO;FAMILIA;COM;4;5;GUANTES EXAMEN NITRILO S/POLVO GRANDE NEGRO;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
GUANTES EXAMEN NITRILO S/POLVO GRANDE NEGRO;FAMILIA;DPM;4;5;GUANTES EXAMEN NITRILO S/POLVO GRANDE NEGRO;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
GUANTES EXAMEN NITRILO S/POLVO GRANDE NEGRO;FAMILIA;OES;4;5;GUANTES EXAMEN NITRILO S/POLVO GRANDE NEGRO;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;0;2025-01;2025-12;2025-12
GUANTES EXAMEN NITRILO S/POLVO MEDIANO AZUL;FAMILIA;COM;4;5;GUANTES EXAMEN NITRILO S/POLVO MEDIANO AZUL;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;21;2025-01;2025-12;2025-12
GUANTES EXAMEN NITRILO S/POLVO MEDIANO AZUL;FAMILIA;OSU;4;5;GUANTES EXAMEN NITRILO S/POLVO MEDIANO AZUL;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;21;2025-01;2025-12;2025-12
GUANTES EXAMEN NITRILO S/POLVO MEDIANO AZUL;FAMILIA;SAN;4;5;GUANTES EXAMEN NITRILO S/POLVO MEDIANO AZUL;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;1;2025-01;2025-12;2025-12
GUANTES EXAMEN NITRILO S/POLVO MEDIANO NEGRO;FAMILIA;COM;4;5;GUANTES EXAMEN NITRILO S/POLVO MEDIANO NEGRO;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
GUANTES EXAMEN NITRILO S/POLVO MEDIANO NEGRO;FAMILIA;DPM;4;5;GUANTES EXAMEN NITRILO S/POLVO MEDIANO NEGRO;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;7;2025-01;2025-12;2025-12
GUANTES EXAMEN NITRILO S/POLVO NEGRO CHICO;FAMILIA;IPR;4;1;GUANTES EXAMEN NITRILO S/POLVO NEGRO CHICO;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;22;2025-01;2025-12;2025-12
GUANTES EXAMEN NITRILO S/POLVO NEGRO CHICO;FAMILIA;OES;4;1;GUANTES EXAMEN NITRILO S/POLVO NEGRO CHICO;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;22;2025-01;2025-12;2025-12
GUANTES EXAMEN NITRILO S/POLVO NEGRO GRANDE;FAMILIA;OES;4;1;GUANTES EXAMEN NITRILO S/POLVO NEGRO GRANDE;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;22;2025-01;2025-12;2025-12
GUIA ADM NUTRI ENT BOMB EPUMP (775659);FAMILIA;COM;15;4;GUIA ADM NUTRI ENT BOMB EPUMP (775659);SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
GUIA DE INFUSION ESTERIL;FAMILIA;DRO;4;1;GUIA DE INFUSION ESTERIL;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
GUIA DE INFUSION ESTERIL;FAMILIA;OSP;4;1;GUIA DE INFUSION ESTERIL;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
GUIA PARA ALIMENTACION ENTERAL;FAMILIA;IPR;4;1;GUIA PARA ALIMENTACION ENTERAL;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
GUIA PARA ALIMENTACION ENTERAL;FAMILIA;OES;4;1;GUIA PARA ALIMENTACION ENTERAL;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
HALOPERIDOL 5 MG COMP;FAMILIA;DRO;6;5;HALOPERIDOL 5 MG COMP;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;23;2025-01;2025-12;2025-12
HALOPERIDOL 5 MG COMP;FAMILIA;IPU;6;5;HALOPERIDOL 5 MG COMP;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;7;2025-01;2025-12;2025-12
HALOPERIDOL DECANOATO 150 MG X 3 ML AMP;FAMILIA;IPR;6;1;HALOPERIDOL DECANOATO 150 MG X 3 ML AMP;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;23;2025-01;2025-12;2025-12
HALOPERIDOL DECANOATO 150 MG X 3 ML AMP;FAMILIA;IPU;6;1;HALOPERIDOL DECANOATO 150 MG X 3 ML AMP;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
HALOPERIDOL DECANOATO 150 MG X 3 ML AMP;FAMILIA;OES;6;1;HALOPERIDOL DECANOATO 150 MG X 3 ML AMP;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
HEMOSUCTOR BOMBA DRENAJE QUIR.VALV.AGJ. 150ML;FAMILIA;DRO;4;1;HEMOSUCTOR BOMBA DRENAJE QUIR.VALV.AGJ. 150ML;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
HEMOSUCTOR BOMBA DRENAJE QUIR.VALV.AGJ. 150ML;FAMILIA;IPR;4;1;HEMOSUCTOR BOMBA DRENAJE QUIR.VALV.AGJ. 150ML;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;9;2025-01;2025-12;2025-12
HEPARINA SODICA 5.000 UI/ML X 10 ML AMP;FAMILIA;DRO;6;1;HEPARINA SODICA 5.000 UI/ML X 10 ML AMP;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;17;2025-01;2025-12;2025-12
HEPARINA SODICA 5.000 UI/ML X 10 ML AMP;FAMILIA;IPR;6;1;HEPARINA SODICA 5.000 UI/ML X 10 ML AMP;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;2;2025-01;2025-12;2025-12
HEPARINA SODICA 5.000 UI/ML X 10 ML AMP;FAMILIA;IPU;6;1;HEPARINA SODICA 5.000 UI/ML X 10 ML AMP;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
HEPARINA SODICA 5.000 UI/ML X 5 ML AMP;FAMILIA;COM;6;1;HEPARINA SODICA 5.000 UI/ML X 5 ML AMP;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;6;2025-01;2025-12;2025-12
HIDROCLOROTIAZIDA 25 MG COMP;FAMILIA;DRO;6;4;HIDROCLOROTIAZIDA 25 MG COMP;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;23;2025-01;2025-12;2025-12
HIDROCORTISONA 10 MG COMP;FAMILIA;IPU;6;4;HIDROCORTISONA 10 MG COMP;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;21;2025-01;2025-12;2025-12
HIDROCORTISONA 500 MG X 10 ML AMP;FAMILIA;COM;6;1;HIDROCORTISONA 500 MG X 10 ML AMP;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;18;2025-01;2025-12;2025-12
HIDROCORTISONA 500 MG X 10 ML AMP;FAMILIA;OSP;6;1;HIDROCORTISONA 500 MG X 10 ML AMP;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;6;2025-01;2025-12;2025-12
HIDROCORTISONA 500 MG X 10 ML AMP;FAMILIA;OSU;6;1;HIDROCORTISONA 500 MG X 10 ML AMP;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
HIDROCORTISONA 500 MG X 10 ML AMP S/SOLV;FAMILIA;IPR;6;1;HIDROCORTISONA 500 MG X 10 ML AMP S/SOLV;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;1;2025-01;2025-12;2025-12
HIDROGEL DEBRIDANTE ANTICONTAMINANTE 89ML;FAMILIA;OES;4;1;HIDROGEL DEBRIDANTE ANTICONTAMINANTE 89ML;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
HIDROXICLOROQUINA 200 MG COMP;FAMILIA;IPR;6;4;HIDROXICLOROQUINA 200 MG COMP;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
HIDROXICLOROQUINA 200 MG COMP;FAMILIA;OES;6;4;HIDROXICLOROQUINA 200 MG COMP;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
HIDROXIPROPILMETILCELULOSA 3 MG/G X 15 ML GTS;FAMILIA;DRO;6;12;HIDROXIPROPILMETILCELULOSA 3 MG/G X 15 ML GTS;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;9;2025-01;2025-12;2025-12
HIDROXIUREA 500 MG CAPS;FAMILIA;DRO;6;4;HIDROXIUREA 500 MG CAPS;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;23;2025-01;2025-12;2025-12
HIERRO ELEMENTAL + ACIDO FOLICO 40 MG COMP;FAMILIA;IPR;6;4;HIERRO ELEMENTAL + ACIDO FOLICO 40 MG COMP;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
HIERRO ELEMENTAL + ACIDO FOLICO 60 MG COMP;FAMILIA;DRO;6;4;HIERRO ELEMENTAL + ACIDO FOLICO 60 MG COMP;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
HILO DE LINO Nº 90;FAMILIA;DRO;4;5;HILO DE LINO Nº 90;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;5;2025-01;2025-12;2025-12
HILO DE LINO Nº 90;FAMILIA;IPR;4;5;HILO DE LINO Nº 90;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
HILO DE LINO Nº 90;FAMILIA;IPU;4;5;HILO DE LINO Nº 90;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;20;2025-01;2025-12;2025-12
HILO DE SUTURA ALTA RESISTENCIA;FAMILIA;IPR;8;1;HILO DE SUTURA ALTA RESISTENCIA;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;2;2025-01;2025-12;2025-12
HIOSCINA BUTILBROMURO 20 MG X 1 ML AMP;FAMILIA;COM;6;1;HIOSCINA BUTILBROMURO 20 MG X 1 ML AMP;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;5;2025-01;2025-12;2025-12
HIOSCINA BUTILBROMURO 20 MG X 1 ML AMP;FAMILIA;OSP;6;1;HIOSCINA BUTILBROMURO 20 MG X 1 ML AMP;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
HIOSCINA BUTILBROMURO 20 MG X 1 ML AMP;FAMILIA;OSU;6;1;HIOSCINA BUTILBROMURO 20 MG X 1 ML AMP;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
HISOPO ESTERIL MADERA;FAMILIA;DPM;4;1;HISOPO ESTERIL MADERA;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;21;2025-01;2025-12;2025-12
HISOPO SIMPLE MADERA;FAMILIA;IPU;4;1;HISOPO SIMPLE MADERA;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;18;2025-01;2025-12;2025-12
HISOPOS GINECOLOGICO;FAMILIA;DRO;4;1;HISOPOS GINECOLOGICO;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
HISTEROMETRO DESC ESTERIL;FAMILIA;IPR;4;1;HISTEROMETRO DESC ESTERIL;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;12;2025-01;2025-12;2025-12
HOJA BISTURI EST. N*11 X100 BREMEN;FAMILIA;COM;4;1;HOJA BISTURI EST. N*11 X100 BREMEN;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
HOJA BISTURI EST. N*11 X100 BREMEN;FAMILIA;DPM;4;1;HOJA BISTURI EST. N*11 X100 BREMEN;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;9;2025-01;2025-12;2025-12
HOJA BISTURI EST. N*11 X100 BREMEN;FAMILIA;IPU;4;1;HOJA BISTURI EST. N*11 X100 BREMEN;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
HOJA BISTURI EST. N°10;FAMILIA;COM;4;1;HOJA BISTURI EST. N°10;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
HOJA BISTURI EST. N°10;FAMILIA;DRO;4;1;HOJA BISTURI EST. N°10;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
HOJA BISTURI EST. N°11;FAMILIA;IPR;4;1;HOJA BISTURI EST. N°11;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;18;2025-01;2025-12;2025-12
HOJA BISTURI EST. N°11;FAMILIA;OES;4;1;HOJA BISTURI EST. N°11;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;18;2025-01;2025-12;2025-12
HOJA BISTURI EST. N°15;FAMILIA;COM;4;5;HOJA BISTURI EST. N°15;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
HOJA BISTURI EST. N°15;FAMILIA;DPM;4;5;HOJA BISTURI EST. N°15;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;9;2025-01;2025-12;2025-12
HOJA BISTURI EST. N°15;FAMILIA;OSP;4;5;HOJA BISTURI EST. N°15;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
HOJA BISTURI EST. N°20;FAMILIA;DPM;4;1;HOJA BISTURI EST. N°20;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;9;2025-01;2025-12;2025-12
HOJA BISTURI EST. N°20;FAMILIA;IPR;4;1;HOJA BISTURI EST. N°20;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;7;2025-01;2025-12;2025-12
HOJA BISTURI EST. N°20;FAMILIA;SAN;4;1;HOJA BISTURI EST. N°20;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;17;2025-01;2025-12;2025-12
HOJA BISTURI EST. N°22;FAMILIA;IPR;4;1;HOJA BISTURI EST. N°22;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;1;2025-01;2025-12;2025-12
